NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
0,0,NaN,NaN,NaN,NaN
3.5265e-05,1.1894e-05,0,NaN,NaN,0
6.84190000000001e-05,8.1886e-05,4.5431e-05,0,NaN,2.6673e-05
0.000117695,0.000113057,8.2969e-05,6.83699999999999e-06,0,6.6297e-05
0.000178585,0.000155667,8.5689e-05,1.4922e-05,3.4777e-05,5.6166e-05
0.000238212,0.0001749,0.00014601,5.19930000000001e-05,8.6774e-05,0.000139234
0.000268781,0.000244646,0.000205246,0.00012402,0.00013215,0.000148021
0.000318769,0.000277347,0.000217367,0.00019933,0.000177879,0.000164536
0.000336667,0.000326077,0.000261051,0.000226432,0.000200448,0.000225445
0.00039629,0.000348769,0.00027411,0.000259496,0.000309995,0.000257809
0.000484132,0.000387366,0.000324313,0.000296078,0.000349973,0.000305505
0.000519319,0.000430107,0.000337723,0.000360227,0.00034023,0.000363088
0.000569862,0.000450821,0.000377939,0.000374287,0.000389392,0.000365767
0.000589082,0.000493046,0.00044265,0.0004163,0.000449241,0.000484386
0.000632302,0.000559299,0.00048602,0.000466917,0.000496461,0.00050509
0.000690002,0.000587719,0.000522552,0.000489527,0.000522071,0.000504064
0.000708862,0.000620299,0.000595894,0.000543187,0.000543878,0.000600357
0.000792142,0.000653477,0.000618904,0.000580387,0.000609928,0.000632397
0.000816132,0.000676347,0.000675054,0.000609877,0.000639908,0.000648667
0.000858422,0.000700617,0.000719454,0.000630307,0.000701568,0.000671467
0.000876922,0.000752267,0.000746614,0.000690497,0.000725328,0.000730597
0.000925102,0.000764077,0.000777344,0.000739257,0.000731528,0.000757687
0.000965442,0.000843787,0.000841604,0.000746727,0.000802208,0.000754637
0.001004312,0.000835687,0.000902274,0.000783537,0.000839228,0.000814237
0.001045862,0.000882697,0.000915284,0.000866377,0.000871188,0.000814227
0.001098742,0.000972567,0.000934004,0.000867337,0.000918928,0.000878237
0.001139252,0.000988447,0.000942254,0.000919047,0.000944838,0.000959627
0.001182792,0.001018277,0.000985304,0.000955947,0.001002578,0.001012367
0.001192392,0.001046147,0.001026224,0.000996977,0.001039338,0.001027427
0.001262082,0.001069927,0.001059724,0.001020627,0.001064358,0.001066987
0.001334022,0.001097337,0.001083574,0.001059677,0.001088878,0.001145827
0.001373632,0.001135427,0.001065244,0.001124497,0.001146538,0.001124947
0.001387712,0.001193157,0.001141114,0.001150167,0.001178368,0.001191167
0.001422802,0.001256017,0.001164714,0.001190627,0.001209568,0.001237067
0.001442592,0.001294567,0.001180914,0.001223567,0.001251848,0.001325197
0.001471512,0.001338017,0.001237484,0.001286997,0.001321048,0.001364637
0.001561322,0.001349797,0.001286694,0.001325417,0.001339408,0.001407647
0.001597762,0.001431147,0.001305704,0.001365987,0.001383028,0.001478047
0.001612562,0.001445447,0.001339934,0.001429987,0.001396588,0.001568077
0.001640132,0.001442667,0.001426244,0.001459177,0.001430168,0.001527207
0.001670622,0.001518317,0.001427494,0.001510527,0.001471798,0.001616747
0.001747552,0.001546697,0.001456984,0.001534797,0.001514948,0.001631087
0.001788872,0.001618207,0.001504314,0.001590247,0.001550418,0.001617467
0.001821412,0.001660687,0.001544404,0.001621927,0.001607798,0.001731007
0.001845152,0.001658427,0.001597764,0.001624407,0.001666488,0.001734827
0.001923742,0.001708887,0.001615104,0.001638137,0.001695508,0.001789147
0.001964882,0.001755157,0.001630734,0.001743327,0.001718388,0.001799727
0.002021292,0.001764567,0.001690884,0.001756077,0.001753088,0.001814487
0.002053852,0.001804117,0.001748014,0.001796247,0.001814928,0.001891077
